"skjemanavn";"navn_i_rapporteket";"ledetekst";"obligatorisk";"type";"listeverdier";"listetekst";"normalintervall_start_numerisk";"normalintervall_slutt_numerisk";"maksintervall_start_numerisk";"maksintervall_slutt_numerisk";"normalintervall_start_dato";"normalintervall_slutt_dato";"maksintervall_start_dato";"maksintervall_slutt_dato";"antall_tegn";"lovlige_tegn";"desimaler";"aktiveringsspoersmaal";"underspoersmaal";"innfoert_dato";"utfaset_dato";"tabell";"fysisk_feltnavn";"kommentar";"variabel_id";"hjelpetekst"
"Personopplysninger";;"Avdød";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"patient";"DECEASED";;"PATIENT_DECEASED";"Er personen avdød eller ikke. Døde personers forløp vil stenges og oppfølging avbrytes."
"Personopplysninger";;"Dødsdato";"Ja";"Datovariabel";"";"";"";"";"";"";"";"";"'1980-01-01'";"today";;;;"Nei";"Ja";"1980-01-01";"";"patient";"DECEASED_DATE";;"PATIENT_DECEASED_DATE";"Skriv inn dato for dødsfall. Dato skrives på formatet yyyymmdd. Skriver du inn kun dag (dd), så autfylles nåværende måned og år. Skriver du inn måned og dato (mmdd), så autofylles nåværende år. Eksempel: For dato 23.11.1980 er følgende verdier gyldig: 801123, eller 19801123, eller 1980-11-23"
"Registrering";"VektFoerInn";"Pasientrapportert vekt 6 mnd før innleggelse:";"Ja";"Tallvariabel";"";"";45;150;30;250;"";"";"";"";3;;"0";"Nei";"Nei";"1980-01-01";"";"registration";"PREVIOUS_WEIGHT";;"REGISTRATION_PREVIOUS_WEIGHT";"Pasientens vekt 6 måneder før innleggelse. Oppgis i kg."
"Registrering";"VektFoerInnMangler";"Ukjent";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";"";"";;"Nei";"Nei";"1980-01-01";"";"registration";"PREVIOUS_WEIGHT_MISS";;"REGISTRATION_PREVIOUS_WEIGHT_MISS";"Pasientens vekt 6 måneder før innleggelse. Oppgis i kg."
"Registrering";;"Vekt ved innleggelse:";"Ja";"Tallvariabel";"";"";45;150;30;250;"";"";"";"";3;;"0";"Nei";"Nei";"1980-01-01";"";"registration";"ADMISSION_WEIGHT";;"REGISTRATION_ADMISSION_WEIGHT";"Pasientens vekt ved innleggelse. Oppgis i kg."
"Registrering";"nullMangler";"Ukjent";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";"";"";;"Nei";"Nei";"1980-01-01";"";"registration";"ADMISSION_WEIGHT_MISS";;"REGISTRATION_ADMISSION_WEIGHT_MISS";"Pasientens vekt ved innleggelse. Oppgis i kg."
"Registrering";;"Høyde:";"Ja";"Tallvariabel";"";"";140;200;50;230;"";"";"";"";3;;"0";"Nei";"Nei";"1980-01-01";"";"registration";"HEIGHT";;"REGISTRATION_HEIGHT";"Pasientens høyde. Oppgis i cm."
"Registrering";"nullMangler";"Ukjent";"Nei";"Avkrysningsboks";"";"";"";"";"";"";"";"";"";"";"";"";;"Nei";"Nei";"1980-01-01";"";"registration";"HEIGHT_MISS";;"REGISTRATION_HEIGHT_MISS";"Pasientens høyde. Oppgis i cm."
"Registrering";;"";"Nei";"Skjult variabel";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"BMI";;"REGISTRATION_BMI";""
"Registrering";;"";"Nei";"Skjult variabel";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"BMI_CATEGORY";;"REGISTRATION_BMI_CATEGORY";""
"Registrering";;"";"Nei";"Skjult variabel";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"WEIGHTLOSS";;"REGISTRATION_WEIGHTLOSS";""
"Registrering";;"Medisinert mot diabetes:";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"DIABETES";;"REGISTRATION_DIABETES";"Inkluderer både insulinpreparater og perorale antidiabetika."
"Registrering";;"Medisinert mot diabetes:";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"DIABETES";;"REGISTRATION_DIABETES";"Inkluderer både insulinpreparater og perorale antidiabetika."
"Registrering";;"Har pasienten fått cytostatika (alene) siste 3 måneder?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"CHEMOTHERAPY_ONLY";;"REGISTRATION_CHEMOTHERAPY_ONLY";"Dette inkluderer IKKE cytostatika gitt konkomitant med bestrålning. Se nedenfor."
"Registrering";;"Har pasienten fått cytostatika (alene) siste 3 måneder?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"CHEMOTHERAPY_ONLY";;"REGISTRATION_CHEMOTHERAPY_ONLY";"Dette inkluderer IKKE cytostatika gitt konkomitant med bestrålning. Se nedenfor."
"Registrering";;"Har pasienten fått stråleterapi (alene) rettet mot aktuelle område siste 3 måneder?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"RADIATION_THERAPY_ONLY";;"REGISTRATION_RADIATION_THERAPY_ONLY";"Dette inkluderer IKKE stråling i kombinasjon med cytostatika. Se nedenfor."
"Registrering";;"Har pasienten fått stråleterapi (alene) rettet mot aktuelle område siste 3 måneder?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"RADIATION_THERAPY_ONLY";;"REGISTRATION_RADIATION_THERAPY_ONLY";"Dette inkluderer IKKE stråling i kombinasjon med cytostatika. Se nedenfor."
"Registrering";;"Har pasienten fått kjemo-radioterapi i kombinasjon, mot aktuelle tumor?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"CHEMORADIOTHERAPY";;"REGISTRATION_CHEMORADIOTHERAPY";""
"Registrering";;"Har pasienten fått kjemo-radioterapi i kombinasjon, mot aktuelle tumor?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"CHEMORADIOTHERAPY";;"REGISTRATION_CHEMORADIOTHERAPY";""
"Registrering";;"WHO-ECOG score:";"Ja";"Listevariabel";"0";"Fullt aktiv";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"WHO_ECOG_SCORE";;"REGISTRATION_WHO_ECOG_SCORE";"Samlet vurdering av de to siste uker før innleggelse. 0 = Fullt aktiv, kan gjennomføre alle gjøremål som før sykdomsdebut, og uten begrensning. 1 = Belastende fysisk aktivitet er begrenset, men pasienten er oppegående og kan gjennomføre lett eller sittende arbeid, f.eks lett husarbeid, kontorarbeid. 2 = Oppegående og selvstelt men kan ikke gjøre noe arbeid. Oppe mer enn 50 % av døgnets våkne timer. 3 = Kun i begrenset stand til å stelle seg selv, i stol eller seng mer enn 50 % av døgnets våkne timer. 4 = Helt funksjonshemmet. Sengeliggende, og kan ikke stelle seg selv."
"Registrering";;"WHO-ECOG score:";"Ja";"Listevariabel";1;"Lett husarbeid og sittende arbeid";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"WHO_ECOG_SCORE";;"REGISTRATION_WHO_ECOG_SCORE";"Samlet vurdering av de to siste uker før innleggelse. 0 = Fullt aktiv, kan gjennomføre alle gjøremål som før sykdomsdebut, og uten begrensning. 1 = Belastende fysisk aktivitet er begrenset, men pasienten er oppegående og kan gjennomføre lett eller sittende arbeid, f.eks lett husarbeid, kontorarbeid. 2 = Oppegående og selvstelt men kan ikke gjøre noe arbeid. Oppe mer enn 50 % av døgnets våkne timer. 3 = Kun i begrenset stand til å stelle seg selv, i stol eller seng mer enn 50 % av døgnets våkne timer. 4 = Helt funksjonshemmet. Sengeliggende, og kan ikke stelle seg selv."
"Registrering";;"WHO-ECOG score:";"Ja";"Listevariabel";2;"Oppe > 50% av dagen, selvstelt";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"WHO_ECOG_SCORE";;"REGISTRATION_WHO_ECOG_SCORE";"Samlet vurdering av de to siste uker før innleggelse. 0 = Fullt aktiv, kan gjennomføre alle gjøremål som før sykdomsdebut, og uten begrensning. 1 = Belastende fysisk aktivitet er begrenset, men pasienten er oppegående og kan gjennomføre lett eller sittende arbeid, f.eks lett husarbeid, kontorarbeid. 2 = Oppegående og selvstelt men kan ikke gjøre noe arbeid. Oppe mer enn 50 % av døgnets våkne timer. 3 = Kun i begrenset stand til å stelle seg selv, i stol eller seng mer enn 50 % av døgnets våkne timer. 4 = Helt funksjonshemmet. Sengeliggende, og kan ikke stelle seg selv."
"Registrering";;"WHO-ECOG score:";"Ja";"Listevariabel";3;"Oppe < 50% av dagen, delvis selvstelt";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"WHO_ECOG_SCORE";;"REGISTRATION_WHO_ECOG_SCORE";"Samlet vurdering av de to siste uker før innleggelse. 0 = Fullt aktiv, kan gjennomføre alle gjøremål som før sykdomsdebut, og uten begrensning. 1 = Belastende fysisk aktivitet er begrenset, men pasienten er oppegående og kan gjennomføre lett eller sittende arbeid, f.eks lett husarbeid, kontorarbeid. 2 = Oppegående og selvstelt men kan ikke gjøre noe arbeid. Oppe mer enn 50 % av døgnets våkne timer. 3 = Kun i begrenset stand til å stelle seg selv, i stol eller seng mer enn 50 % av døgnets våkne timer. 4 = Helt funksjonshemmet. Sengeliggende, og kan ikke stelle seg selv."
"Registrering";;"WHO-ECOG score:";"Ja";"Listevariabel";4;"Kun i stol/seng, hjelp til alt stell";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"WHO_ECOG_SCORE";;"REGISTRATION_WHO_ECOG_SCORE";"Samlet vurdering av de to siste uker før innleggelse. 0 = Fullt aktiv, kan gjennomføre alle gjøremål som før sykdomsdebut, og uten begrensning. 1 = Belastende fysisk aktivitet er begrenset, men pasienten er oppegående og kan gjennomføre lett eller sittende arbeid, f.eks lett husarbeid, kontorarbeid. 2 = Oppegående og selvstelt men kan ikke gjøre noe arbeid. Oppe mer enn 50 % av døgnets våkne timer. 3 = Kun i begrenset stand til å stelle seg selv, i stol eller seng mer enn 50 % av døgnets våkne timer. 4 = Helt funksjonshemmet. Sengeliggende, og kan ikke stelle seg selv."
"Registrering";;"WHO-ECOG score:";"Ja";"Listevariabel";9;"Ukjent";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"WHO_ECOG_SCORE";;"REGISTRATION_WHO_ECOG_SCORE";"Samlet vurdering av de to siste uker før innleggelse. 0 = Fullt aktiv, kan gjennomføre alle gjøremål som før sykdomsdebut, og uten begrensning. 1 = Belastende fysisk aktivitet er begrenset, men pasienten er oppegående og kan gjennomføre lett eller sittende arbeid, f.eks lett husarbeid, kontorarbeid. 2 = Oppegående og selvstelt men kan ikke gjøre noe arbeid. Oppe mer enn 50 % av døgnets våkne timer. 3 = Kun i begrenset stand til å stelle seg selv, i stol eller seng mer enn 50 % av døgnets våkne timer. 4 = Helt funksjonshemmet. Sengeliggende, og kan ikke stelle seg selv."
"Registrering";;"Albumin:";"Nei";"Tallvariabel";"";"";16;50;10;55;"";"";"";"";2;;"0";"Nei";"Nei";"1980-01-01";"";"registration";"ALBUMIN";;"REGISTRATION_ALBUMIN";"Siste tilgjengelige måling innenfor 14 dager før operasjonsdato. Oppgis i g/l."
"Registrering";;"CRP:";"Nei";"Tallvariabel";"";"";"0";200;"0";600;"";"";"";"";3;;"0";"Nei";"Nei";"1980-01-01";"";"registration";"CRP";;"REGISTRATION_CRP";"Siste tilgjengelige måling innenfor 14 dager før operasjonsdato. Oppgis i mg/l."
"Registrering";;"";"Nei";"Skjult variabel";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"GLASGOW_SCORE";;"REGISTRATION_GLASGOW_SCORE";""
"Registrering";;"";"Nei";"Skjult variabel";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"MODIFIED_GLASGOW_SCORE";;"REGISTRATION_MODIFIED_GLASGOW_SCORE";""
"Registrering";;"ASA-score:";"Ja";"Listevariabel";1;"Grad I";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ASA";;"REGISTRATION_ASA";"1 = Ingen organisk, fysiologisk, biokjemisk eller psykisk forstyrrelse. Den aktuelle lidelsen er lokalisert og gir ikke generelle systemforstyrrelser. 2 = Moderat sykdom eller forstyrrelser som ikke forårsaker funksjonelle begrensninger. 3 = Alvorlig sykdom eller forstyrrelse som gir definerte funksjonelle begrensninger. 4 = Livstruende organisk sykdom som ikke behøver å være knyttet til den aktuelle kirurgiske lidelsen eller som ikke alltid bedres ved det planlagte kirurgiske inngrepet. 5 = Døende pasient som ikke forventes å overleve 24 timer uten kirurgi."
"Registrering";;"ASA-score:";"Ja";"Listevariabel";2;"Grad II";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ASA";;"REGISTRATION_ASA";"1 = Ingen organisk, fysiologisk, biokjemisk eller psykisk forstyrrelse. Den aktuelle lidelsen er lokalisert og gir ikke generelle systemforstyrrelser. 2 = Moderat sykdom eller forstyrrelser som ikke forårsaker funksjonelle begrensninger. 3 = Alvorlig sykdom eller forstyrrelse som gir definerte funksjonelle begrensninger. 4 = Livstruende organisk sykdom som ikke behøver å være knyttet til den aktuelle kirurgiske lidelsen eller som ikke alltid bedres ved det planlagte kirurgiske inngrepet. 5 = Døende pasient som ikke forventes å overleve 24 timer uten kirurgi."
"Registrering";;"ASA-score:";"Ja";"Listevariabel";3;"Grad III";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ASA";;"REGISTRATION_ASA";"1 = Ingen organisk, fysiologisk, biokjemisk eller psykisk forstyrrelse. Den aktuelle lidelsen er lokalisert og gir ikke generelle systemforstyrrelser. 2 = Moderat sykdom eller forstyrrelser som ikke forårsaker funksjonelle begrensninger. 3 = Alvorlig sykdom eller forstyrrelse som gir definerte funksjonelle begrensninger. 4 = Livstruende organisk sykdom som ikke behøver å være knyttet til den aktuelle kirurgiske lidelsen eller som ikke alltid bedres ved det planlagte kirurgiske inngrepet. 5 = Døende pasient som ikke forventes å overleve 24 timer uten kirurgi."
"Registrering";;"ASA-score:";"Ja";"Listevariabel";4;"Grad IV";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ASA";;"REGISTRATION_ASA";"1 = Ingen organisk, fysiologisk, biokjemisk eller psykisk forstyrrelse. Den aktuelle lidelsen er lokalisert og gir ikke generelle systemforstyrrelser. 2 = Moderat sykdom eller forstyrrelser som ikke forårsaker funksjonelle begrensninger. 3 = Alvorlig sykdom eller forstyrrelse som gir definerte funksjonelle begrensninger. 4 = Livstruende organisk sykdom som ikke behøver å være knyttet til den aktuelle kirurgiske lidelsen eller som ikke alltid bedres ved det planlagte kirurgiske inngrepet. 5 = Døende pasient som ikke forventes å overleve 24 timer uten kirurgi."
"Registrering";;"ASA-score:";"Ja";"Listevariabel";5;"Grad V";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ASA";;"REGISTRATION_ASA";"1 = Ingen organisk, fysiologisk, biokjemisk eller psykisk forstyrrelse. Den aktuelle lidelsen er lokalisert og gir ikke generelle systemforstyrrelser. 2 = Moderat sykdom eller forstyrrelser som ikke forårsaker funksjonelle begrensninger. 3 = Alvorlig sykdom eller forstyrrelse som gir definerte funksjonelle begrensninger. 4 = Livstruende organisk sykdom som ikke behøver å være knyttet til den aktuelle kirurgiske lidelsen eller som ikke alltid bedres ved det planlagte kirurgiske inngrepet. 5 = Døende pasient som ikke forventes å overleve 24 timer uten kirurgi."
"Registrering";;"Alvorlig lungesykdom:";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"LUNG_DISEASE";;"REGISTRATION_LUNG_DISEASE";"Enhver tilstand med vitalkapasitet under 60 % og/eller FEV1% under 50 %. Klinisk vurdering er adekvat for scoring hvis ikke preoperativ spirometri er utført."
"Registrering";;"Alvorlig lungesykdom:";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"LUNG_DISEASE";;"REGISTRATION_LUNG_DISEASE";"Enhver tilstand med vitalkapasitet under 60 % og/eller FEV1% under 50 %. Klinisk vurdering er adekvat for scoring hvis ikke preoperativ spirometri er utført."
"Registrering";;"Alvorlig hjertesykdom:";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"HEART_DISEASE";;"REGISTRATION_HEART_DISEASE";"NYHA klasse III eller IV eller alvorlig arrytmi som krever mekanisk pumpestøtte."
"Registrering";;"Alvorlig hjertesykdom:";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"HEART_DISEASE";;"REGISTRATION_HEART_DISEASE";"NYHA klasse III eller IV eller alvorlig arrytmi som krever mekanisk pumpestøtte."
"Registrering";;"Hastegrad:";"Ja";"Listevariabel";1;"Elektiv kirurgi";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"URGENCY";;"REGISTRATION_URGENCY";"Med «Øyeblikkelig hjelp» menes ikke-planlagte inngrep på bakgrunn av perforasjon, obstruksjon, infeksjon o.l."
"Registrering";;"Hastegrad:";"Ja";"Listevariabel";2;"Øyeblikkelig hjelp";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"URGENCY";;"REGISTRATION_URGENCY";"Med «Øyeblikkelig hjelp» menes ikke-planlagte inngrep på bakgrunn av perforasjon, obstruksjon, infeksjon o.l."
"Registrering";;"Klokkeslett anestesistart:";"Ja";"Tekstvariabel";"";"";"";"";"";"";;;;;2;"0123456789";;"Nei";"Nei";"1980-01-01";"";"registration";"ANESTHESIA_START";;"REGISTRATION_ANESTHESIA_START";"Nærmeste hele time."
"Registrering";;"";"Nei";"Skjult variabel";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"PRS_SCORE";;"REGISTRATION_PRS_SCORE";""
"Registrering";;"Operert dato:";"Ja";"Datovariabel";"";"";"";"";"";"";"";"";"'1980-01-01'";"today";;;;"Nei";"Nei";"1980-01-01";"";"registration";"OPERATION_DATE";;"REGISTRATION_OPERATION_DATE";"Skriv inn operasjonsdatoen. Dato skrives på formatet yyyymmdd. Skriver du inn kun dag (dd), så autfylles nåværende måned og år. Skriver du inn måned og dato (mmdd), så autofylles nåværende år. Eksempel: For dato 23.11.1980 er følgende verdier gyldig: 801123, eller 19801123, eller 1980-11-23"
"Registrering";;"Hovedoperasjon:";"Ja";"Tekstvariabel";"";"";"";"";"";"";;;;;120;"aAáÁbBcCdDðÐeEéÉfFgGhHiIíÍjJkKlLmMnNoOóÓpPqQrRsStTuUvúÚVwWxXyYýÝzZþÞæÆåÅäÄöÖñÑéÉ-ü ÜáÁ´_/,.- + 1234567890ØøÜüß@_-!%:;?  [] ()";;"Nei";"Nei";"1980-01-01";"";"registration";"NCSP";;"REGISTRATION_NCSP";"NCSP-kode. Merk at koden skrives uten punktum, eks: AAA00"
"Registrering";;"";"Nei";"Skjult variabel";"";"";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"NCSP_VERSION";;"REGISTRATION_NCSP_VERSION";""
"Registrering";;"Er det kodet for rekonstruksjon av vene eller arterie?";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"RECONSTRUCTION";;"REGISTRATION_RECONSTRUCTION";""
"Registrering";;"Er det kodet for rekonstruksjon av vene eller arterie?";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"RECONSTRUCTION";;"REGISTRATION_RECONSTRUCTION";""
"Registrering";;"Hva er rekonstruert?";"Ja";"Listevariabel";1;"Vene";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"RECONSTRUCTION_TYPE";;"REGISTRATION_RECONSTRUCTION_TYPE";""
"Registrering";;"Hva er rekonstruert?";"Ja";"Listevariabel";2;"Arterie";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"RECONSTRUCTION_TYPE";;"REGISTRATION_RECONSTRUCTION_TYPE";""
"Registrering";;"Hva er rekonstruert?";"Ja";"Listevariabel";3;"Begge";"";"";"";"";;;;;;;;"Nei";"Ja";"1980-01-01";"";"registration";"RECONSTRUCTION_TYPE";;"REGISTRATION_RECONSTRUCTION_TYPE";""
"Registrering";;"Anastomosenivå:";"Ja";"Listevariabel";1;"Hals";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ANASTOMOSIS_LEVEL";;"REGISTRATION_ANASTOMOSIS_LEVEL";""
"Registrering";;"Anastomosenivå:";"Ja";"Listevariabel";2;"Thorax";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ANASTOMOSIS_LEVEL";;"REGISTRATION_ANASTOMOSIS_LEVEL";""
"Registrering";;"Ny anastomose:";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ANASTOMOSIS";;"REGISTRATION_ANASTOMOSIS";"Anastomose defineres strikt. Blind lukning eller enterotomi som er suturert regnes ikke som anastomose."
"Registrering";;"Ny anastomose:";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"ANASTOMOSIS";;"REGISTRATION_ANASTOMOSIS";"Anastomose defineres strikt. Blind lukning eller enterotomi som er suturert regnes ikke som anastomose."
"Registrering";;"Avstand i cm på stivt skop fra anal verge til nedre kant av tumor:";"Nei";"Tallvariabel";"";"";"0";20;"0";20;"";"";"";"";2;;"0";"Nei";"Nei";"1980-01-01";"";"registration";"ANAL_GUARD_DISTANCE";;"REGISTRATION_ANAL_GUARD_DISTANCE";""
"Registrering";;"Ny stomi (utlagt tarm):";"Ja";"Listevariabel";1;"Ja";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"OSTOMY";;"REGISTRATION_OSTOMY";""
"Registrering";;"Ny stomi (utlagt tarm):";"Ja";"Listevariabel";"0";"Nei";"";"";"";"";;;;;;;;"Nei";"Nei";"1980-01-01";"";"registration";"OSTOMY";;"REGISTRATION_OSTOMY";""
"Registrering";;"Tilgang (i abdomen):";"Ja";"Listevariabel";1;"Åpen";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"ABDOMINAL_ACCESS";;"REGISTRATION_ABDOMINAL_ACCESS";""
"Registrering";;"Tilgang (i abdomen):";"Ja";"Listevariabel";2;"Laparoskopisk";"";"";"";"";;;;;;;;"Ja";"Nei";"1980-01-01";"";"registration";"ABDOMINAL_ACCESS";;"REGISTRATION_ABDOMINAL_ACCESS";""
